date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:46:09	29099/29099	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-71ab%22	https://scikit-learn.org/stable/visualizations.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/visualizations.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:09	28826/28826	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-709a%22	https://scikit-learn.org/stable/data_transforms.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/data_transforms.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:09	25946/25946	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-655a%22	https://scikit-learn.org/stable/datasets.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/datasets.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:09	18544/18544	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-4870%22	https://scikit-learn.org/stable/computing.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/computing.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:10	29291/29291	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-726b%22	https://scikit-learn.org/stable/model_persistence.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/model_persistence.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:10	84899/84899	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-14ba3%22	https://scikit-learn.org/stable/common_pitfalls.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/common_pitfalls.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:10	16952/16952	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-4238%22	https://scikit-learn.org/stable/dispatching.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/dispatching.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:10	185001/185001	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-2d2a9%22	https://scikit-learn.org/stable/modules/linear_model.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/linear_model.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:11	36912/36912	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-9030%22	https://scikit-learn.org/stable/modules/lda_qda.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/lda_qda.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:11	21922/21922	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-55a2%22	https://scikit-learn.org/stable/modules/kernel_ridge.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/kernel_ridge.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:11	104970/104970	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-19a0a%22	https://scikit-learn.org/stable/modules/svm.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/svm.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:11	69823/69823	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-110bf%22	https://scikit-learn.org/stable/modules/sgd.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/sgd.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:12	102215/102215	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-18f47%22	https://scikit-learn.org/stable/modules/neighbors.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/neighbors.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:12	72935/72935	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-11ce7%22	https://scikit-learn.org/stable/modules/gaussian_process.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/gaussian_process.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:12	38259/38259	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-9573%22	https://scikit-learn.org/stable/modules/cross_decomposition.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/cross_decomposition.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:13	36023/36023	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-8cb7%22	https://scikit-learn.org/stable/modules/naive_bayes.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/naive_bayes.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:13	63360/63360	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-f780%22	https://scikit-learn.org/stable/modules/tree.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/tree.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:13	196511/196511	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-2ff9f%22	https://scikit-learn.org/stable/modules/ensemble.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/ensemble.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:13	81206/81206	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-13d36%22	https://scikit-learn.org/stable/modules/multiclass.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/multiclass.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:13	52790/52790	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-ce36%22	https://scikit-learn.org/stable/modules/feature_selection.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/feature_selection.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:14	27251/27251	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-6a73%22	https://scikit-learn.org/stable/modules/semi_supervised.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/semi_supervised.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:14	16429/16429	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-402d%22	https://scikit-learn.org/stable/modules/isotonic.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/isotonic.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:14	40881/40881	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-9fb1%22	https://scikit-learn.org/stable/modules/calibration.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/calibration.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:14	47530/47530	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-b9aa%22	https://scikit-learn.org/stable/modules/neural_networks_supervised.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/neural_networks_supervised.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:15	42372/42372	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-a584%22	https://scikit-learn.org/stable/modules/mixture.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/mixture.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:15	63998/63998	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-f9fe%22	https://scikit-learn.org/stable/modules/manifold.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/manifold.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:15	190129/190129	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-2e6b1%22	https://scikit-learn.org/stable/modules/clustering.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/clustering.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:16	33997/33997	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-84cd%22	https://scikit-learn.org/stable/modules/biclustering.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/biclustering.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:16	108884/108884	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-1a954%22	https://scikit-learn.org/stable/modules/decomposition.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/decomposition.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:16	43612/43612	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-aa5c%22	https://scikit-learn.org/stable/modules/covariance.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/covariance.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:16	55668/55668	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-d974%22	https://scikit-learn.org/stable/modules/outlier_detection.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/outlier_detection.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:17	27907/27907	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-6d03%22	https://scikit-learn.org/stable/modules/density.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/density.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:17	23513/23513	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-5bd9%22	https://scikit-learn.org/stable/modules/neural_networks_unsupervised.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/neural_networks_unsupervised.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:17	140911/140911	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-2266f%22	https://scikit-learn.org/stable/modules/cross_validation.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/cross_validation.html	(from https://scikit-learn.org/stable/user_guide.html)
